story_id,obs1,obs2,real_hypothesis,comet_model,abduction_gpt_lg_model,abduction_gpt_md_model,abduction_gpt_sm_model
035170ce-cf73-4737-9f68-bcdea70270c2-1,My high school band went to New york.,It was an exhausting experience.,We had a packed schedule.,The band got huge crowds and got played in a lot of venues.,I went on a tour of the sights.  was the last time I went. ,The band and had a tour of the sights. ,My bandmates were very happy. [SEP]My bandmates were very nervous. My bandmates were nervous
035170ce-cf73-4737-9f68-bcdea70270c2-1,My high school band went to New york.,It was an exhausting experience.,We performed in a parade.,They played all the time.,I went on a tour of the sights.  was the last time I went. ,The band and had a tour of the sights. ,My bandmates were very happy. [SEP]My bandmates were very nervous. My bandmates were nervous
035170ce-cf73-4737-9f68-bcdea70270c2-1,My high school band went to New york.,It was an exhausting experience.,We had to walk a mile to the hotel.,The band played several hours during the week.,I went on a tour of the sights.  was the last time I went. ,The band and had a tour of the sights. ,My bandmates were very happy. [SEP]My bandmates were very nervous. My bandmates were nervous
035170ce-cf73-4737-9f68-bcdea70270c2-1,My high school band went to New york.,It was an exhausting experience.,"their bus got lost on the way there, however, and the ride took an extra three hours to arrive at the hotel.","They made some outdoor music on the first day, but everyone got tired afterwards.",I went on a tour of the sights.  was the last time I went. ,The band and had a tour of the sights. ,My bandmates were very happy. [SEP]My bandmates were very nervous. My bandmates were nervous
03cf83cf-012c-40e0-89a4-4f9ff3ff2a782,Ritz was born in a large litter of 12 other puppies.,His owner began running 12 miles a day.,Ritz adopted a marathoner.,Ritz had a messy dog.,Ritz was adopted by a marathoner. . ,Ritz was adopted by a marathoner. ,Ritz was very sick. Ritz was very sick. Ritz was very sick
03cf83cf-012c-40e0-89a4-4f9ff3ff2a782,Ritz was born in a large litter of 12 other puppies.,His owner began running 12 miles a day.,Ritz did not love to go for long runs.,Ritz and his owner had a competition to see who could run faster.,Ritz was adopted by a marathoner. . ,Ritz was adopted by a marathoner. ,Ritz was very sick. Ritz was very sick. Ritz was very sick
03cf83cf-012c-40e0-89a4-4f9ff3ff2a782,Ritz was born in a large litter of 12 other puppies.,His owner began running 12 miles a day.,"Ritz ran a lot, and was adopted by a human who wanted a dog to start exercising with.",Ritz' dog escaped in a tug boat.,Ritz was adopted by a marathoner. . ,Ritz was adopted by a marathoner. ,Ritz was very sick. Ritz was very sick. Ritz was very sick
03cf83cf-012c-40e0-89a4-4f9ff3ff2a782,Ritz was born in a large litter of 12 other puppies.,His owner began running 12 miles a day.,Ritz's owner kept him as an exercise buddy.,Ritz started buying more and more puppies.,Ritz was adopted by a marathoner. . ,Ritz was adopted by a marathoner. ,Ritz was very sick. Ritz was very sick. Ritz was very sick
03e1ec4c-f6e5-45bf-8ced-3d335a1d01fc2,Joe lived a lonely life.,He was much happier now that he some companions in his life.,Joe decided to join a social club.,Joe got a companion.,Joe decided to join a social club.  him to social was his life of his life. ,Joe decided to join a social club. ,Joe was lonely. Joe was lonely. Joe was lonely
03e1ec4c-f6e5-45bf-8ced-3d335a1d01fc2,Joe lived a lonely life.,He was much happier now that he some companions in his life.,Joe bought a goldfish.,Joe joined a rescue group.,Joe decided to join a social club.  him to social was his life of his life. ,Joe decided to join a social club. ,Joe was lonely. Joe was lonely. Joe was lonely
03e1ec4c-f6e5-45bf-8ced-3d335a1d01fc2,Joe lived a lonely life.,He was much happier now that he some companions in his life.,Joe decided to go out and meet friends.,Joe invited a companion for dinner.,Joe decided to join a social club.  him to social was his life of his life. ,Joe decided to join a social club. ,Joe was lonely. Joe was lonely. Joe was lonely
040b1e91-a421-4821-99a0-404a6ba85c87-1,Richard always wished he had a better relationship with his dad.,Richard and his dad are closer because Richard initiated the contact.,Richard called his dad and they decided to never meet up for weekly lunches.,Richard started talking to his dad and began talking to them.,Richard decided to call his dad on his birthday.  was a gift for his dad. ,Richard got to see his dad very much. ,Richard and his dad were very close. Richard and his dad were very close. Richard and his dad were very close
040b1e91-a421-4821-99a0-404a6ba85c87-1,Richard always wished he had a better relationship with his dad.,Richard and his dad are closer because Richard initiated the contact.,Richard decided to call his stepdad on his birthday.,Richard met a nice young lady.,Richard decided to call his dad on his birthday.  was a gift for his dad. ,Richard got to see his dad very much. ,Richard and his dad were very close. Richard and his dad were very close. Richard and his dad were very close
040b1e91-a421-4821-99a0-404a6ba85c87-1,Richard always wished he had a better relationship with his dad.,Richard and his dad are closer because Richard initiated the contact.,Richard decides to call his teacher to apologize and make amends.,Richard asked his father if he could help.,Richard decided to call his dad on his birthday.  was a gift for his dad. ,Richard got to see his dad very much. ,Richard and his dad were very close. Richard and his dad were very close. Richard and his dad were very close
040b1e91-a421-4821-99a0-404a6ba85c87-1,Richard always wished he had a better relationship with his dad.,Richard and his dad are closer because Richard initiated the contact.,Richard picked up the phone and called his dad.,Richard met his father via a dating website.,Richard decided to call his dad on his birthday.  was a gift for his dad. ,Richard got to see his dad very much. ,Richard and his dad were very close. Richard and his dad were very close. Richard and his dad were very close
040b1e91-a421-4821-99a0-404a6ba85c87-1,Richard always wished he had a better relationship with his dad.,Richard and his dad are closer because Richard initiated the contact.,Richard went to visit his mom and talk to her.,Richard's father was not happy with Richard's proposal.,Richard decided to call his dad on his birthday.  was a gift for his dad. ,Richard got to see his dad very much. ,Richard and his dad were very close. Richard and his dad were very close. Richard and his dad were very close
040b7907-db5d-4ada-bc05-4e4667f2599b-1,Mel loved candy canes.,It broke in half while trying to use it and which made him sad.,He tried to use it to open his mail.,Mel tried to use the candy canes.,Mel's candy cane was broken.  had a broken heart. ,Mel ate candy canes for years. ,Mel tried to use it but it broke in half. Mel tried to use it but it broke in half. Mel tried to use it but it broke in half
040b7907-db5d-4ada-bc05-4e4667f2599b-1,Mel loved candy canes.,It broke in half while trying to use it and which made him sad.,Mel broke the candy cane in whole biting into it.,Mel played with the candy canes for hours.,Mel's candy cane was broken.  had a broken heart. ,Mel ate candy canes for years. ,Mel tried to use it but it broke in half. Mel tried to use it but it broke in half. Mel tried to use it but it broke in half
040b7907-db5d-4ada-bc05-4e4667f2599b-1,Mel loved candy canes.,It broke in half while trying to use it and which made him sad.,Mel reached into his backpack to find an apple he had put inside.,Mel tried to use one but it broke.,Mel's candy cane was broken.  had a broken heart. ,Mel ate candy canes for years. ,Mel tried to use it but it broke in half. Mel tried to use it but it broke in half. Mel tried to use it but it broke in half
040b7907-db5d-4ada-bc05-4e4667f2599b-1,Mel loved candy canes.,It broke in half while trying to use it and which made him sad.,Mel's candy cane fell on the floor.,Mel bought the candy canes but forgot.,Mel's candy cane was broken.  had a broken heart. ,Mel ate candy canes for years. ,Mel tried to use it but it broke in half. Mel tried to use it but it broke in half. Mel tried to use it but it broke in half
040b7907-db5d-4ada-bc05-4e4667f2599b-1,Mel loved candy canes.,It broke in half while trying to use it and which made him sad.,"Mel's father bought her a candy cane, which Mel threw away.",Mel's candy canes wouldn't turn on the new draw cord.,Mel's candy cane was broken.  had a broken heart. ,Mel ate candy canes for years. ,Mel tried to use it but it broke in half. Mel tried to use it but it broke in half. Mel tried to use it but it broke in half
040c9d85-560a-4ca8-b95b-4ba1f6bd9bda-1,Amy was looking through her mother's old scrapbooks.,Amy realized her mother had dated her history professor.,Amy found pictures of her father and mother together.,Amy's mother had her mother's history professor.,Amy found pictures of her history professor and mother together.  was a history of history. ,Amy saw a familiar face in the photographs. ,Amy found a picture of her mother. Amy found a picture of her mother. Amy found a picture of her mother
040c9d85-560a-4ca8-b95b-4ba1f6bd9bda-1,Amy was looking through her mother's old scrapbooks.,Amy realized her mother had dated her history professor.,Amy saw a familiar face in an photograph.,Amy thought she would find out,Amy found pictures of her history professor and mother together.  was a history of history. ,Amy saw a familiar face in the photographs. ,Amy found a picture of her mother. Amy found a picture of her mother. Amy found a picture of her mother
040c9d85-560a-4ca8-b95b-4ba1f6bd9bda-1,Amy was looking through her mother's old scrapbooks.,Amy realized her mother had dated her history professor.,Amy didn't see anyone she recognized.,Amy realized her mother was looking.,Amy found pictures of her history professor and mother together.  was a history of history. ,Amy saw a familiar face in the photographs. ,Amy found a picture of her mother. Amy found a picture of her mother. Amy found a picture of her mother
040c9d85-560a-4ca8-b95b-4ba1f6bd9bda-1,Amy was looking through her mother's old scrapbooks.,Amy realized her mother had dated her history professor.,Amy saw some similarities in a young man that once dated her mom.,Amy remembered her mom had brought a few of her grandparents.,Amy found pictures of her history professor and mother together.  was a history of history. ,Amy saw a familiar face in the photographs. ,Amy found a picture of her mother. Amy found a picture of her mother. Amy found a picture of her mother
04331a7d-7d42-4aa6-b4a6-59bec009c389-1,Silas was a forgetful person.,"Once he did, he no longer had problems remembering things.",He was unable to write things down as he couldn't read.,ButSilas noticed something strange in his family.,He started using items in his phone.  came to help. ,He did not know what to do. ,He was very sad. He forgot to put the keys in his pocket. He forgot to put the keys in his pocket
04331a7d-7d42-4aa6-b4a6-59bec009c389-1,Silas was a forgetful person.,"Once he did, he no longer had problems remembering things.",But he didn't want to because it was not right at the time.,Shelley tried to help him remember things.,He started using items in his phone.  came to help. ,He did not know what to do. ,He was very sad. He forgot to put the keys in his pocket. He forgot to put the keys in his pocket
